	Adelie1	Adelie2	Adelie3	Adelie4	Gentoo1	Gentoo2	Gentoo3	Gentoo4
PENG0000028667	437	748	575	426	441	415	738	521
PENG0000028668	1277	1622	1861	1033	1744	1261	2900	1995
PENG0000028669	0	2	0	4	0	0	0	2
PENG0000028670	994	1038	1105	797	863	679	1403	898
PENG0000028671	20	62	52	33	17	32	60	22
PENG0000028672	696	537	564	400	473	236	427	370
PENG0000028673	3284	3314	2809	2464	1860	1242	4121	1728
PENG0000028674	637	757	666	462	650	431	795	485
PENG0000028675	3811	3565	7062	3548	2557	1721	6464	2831
PENG0000028676	171	198	234	178	195	124	367	178
PENG0000028677	1	0	0	0	0	0	1	0
PENG0000028678	1	1	1	1	0	0	5	1
PENG0000028679	0	0	0	0	0	0	0	0
PENG0000028680	0	0	0	0	0	0	0	0
PENG0000028681	1378	1346	1471	1086	1174	929	1772	1184
PENG0000028682	0	0	0	0	0	0	0	0
PENG0000028683	989	1093	1446	837	785	651	1329	883
PENG0000028684	2	2	3	2	2	0	2	1
PENG0000028685	0	0	0	0	0	0	0	0
PENG0000028686	130	175	163	145	112	101	182	117
PENG0000028687	0	0	0	0	0	0	0	0
PENG0000028688	238	238	250	302	209	179	402	246
PENG0000028689	0	0	0	0	0	0	0	0
PENG0000028690	920	1009	880	727	831	541	1280	878
PENG0000028691	15	15	16	9	11	5	25	8
PENG0000028692	2310	2468	2527	1833	1761	1188	2832	1686
PENG0000028693	26	11	13	11	12	1	8	9
PENG0000028694	0	1	1	3	1	0	0	0
PENG0000028695	6	14	8	10	10	5	7	11
PENG0000028696	0	0	0	0	0	0	0	0
PENG0000028697	1150	1514	1431	1081	947	1014	2016	1247
PENG0000028698	806	834	786	748	799	418	1035	659
PENG0000028699	640	2680	758	1439	1089	2550	2126	2338
PENG0000028700	658	861	899	527	548	362	949	551
PENG0000028701	1117	2227	1844	2196	1539	1614	1825	2717
PENG0000028702	184	224	298	239	186	125	274	237
PENG0000028703	153	144	145	99	118	66	160	94
PENG0000028704	0	0	0	0	0	0	0	0
PENG0000028705	0	0	0	0	0	0	0	0
PENG0000028706	90	112	75	67	47	43	49	52
PENG0000028707	6	11	8	7	71	46	62	73
PENG0000028708	209	230	223	169	132	124	252	159
PENG0000028709	0	0	0	0	0	0	0	0
PENG0000028710	16	22	30	9	29	76	115	39
PENG0000028711	0	0	0	0	0	0	0	0
PENG0000028712	418	349	329	345	411	200	522	348
PENG0000028713	89	110	131	87	91	64	120	85
PENG0000028714	1573	1939	1971	1356	1637	1148	2501	1601
PENG0000028715	29	43	24	30	117	41	78	72
PENG0000028716	0	0	0	0	0	0	0	0
PENG0000028717	0	0	0	0	0	0	0	0
PENG0000028718	238	342	383	256	257	253	473	297
PENG0000028719	51	37	58	40	24	21	57	20
PENG0000028720	0	0	0	0	0	0	0	0
PENG0000028721	7	5	7	4	2	4	10	6
PENG0000028722	0	0	1	0	4	7	12	2
PENG0000028723	0	1	1	1	0	0	0	0
PENG0000028724	0	0	0	0	0	0	0	0
PENG0000028725	177	324	227	171	182	188	174	187
PENG0000028726	0	0	0	0	0	0	0	0
PENG0000028727	19	34	119	20	26	28	403	30
PENG0000028728	12	7	17	18	7	3	16	8
PENG0000028729	212	216	174	209	223	190	346	280
PENG0000028730	0	0	0	0	0	0	0	0
PENG0000028731	38	46	40	28	33	23	44	32
PENG0000028732	596	390	582	412	632	153	624	316
PENG0000028733	106	55	76	68	73	53	95	60
PENG0000028734	727	899	795	635	639	517	1144	785
PENG0000028735	0	0	0	0	0	0	0	0
PENG0000028736	86	88	79	58	65	33	66	56
PENG0000028737	365	476	499	463	363	265	612	353
PENG0000028738	0	0	0	0	0	0	0	0
PENG0000028739	176	292	347	239	171	178	430	313
PENG0000028740	131	184	188	148	99	83	155	138
PENG0000028741	0	0	0	0	0	0	0	0
PENG0000028742	0	1	1	1	0	0	1	1
PENG0000028743	0	0	1	0	0	0	0	0
PENG0000028744	683	742	858	621	460	300	820	441
PENG0000028745	33	51	84	31	8	28	41	27
PENG0000028746	0	0	0	0	0	0	0	0
PENG0000028747	3	1	3	3	4	3	2	1
PENG0000028748	255	316	303	277	162	165	323	218
PENG0000028749	0	0	0	0	0	0	0	0
PENG0000028750	0	1	0	0	0	1	0	0
PENG0000028751	4	4	1	2	3	2	2	2
PENG0000028752	56	78	92	61	58	46	83	62
PENG0000028753	16	30	22	35	14	7	49	19
PENG0000028754	1	0	0	2	0	0	0	0
PENG0000028755	94	159	111	90	37	46	53	64
PENG0000028756	189	195	210	185	382	314	536	495
PENG0000028757	409	972	376	1048	256	499	649	1264
PENG0000028758	355	463	373	383	416	341	679	403
PENG0000028759	0	0	0	0	0	0	1	0
PENG0000028760	1161	1256	1223	929	844	661	1172	983
PENG0000028761	1	0	0	0	0	0	0	0
PENG0000028762	0	0	0	0	0	0	0	0
PENG0000028763	1427	1465	1921	1299	1071	779	1727	970
PENG0000028764	213	254	292	215	163	151	304	172
PENG0000028765	0	1	2	0	1	0	0	1
PENG0000028766	377	522	357	436	4348	3098	1885	4945
PENG0000028767	0	0	0	0	0	0	0	0
PENG0000028768	382	490	475	307	254	288	448	275
PENG0000028769	101	87	107	91	62	26	89	60
PENG0000028770	4	8	5	3	4	2	5	6
PENG0000028771	0	0	0	0	0	0	0	0
PENG0000028772	2	4	7	7	2	0	1	0
PENG0000028773	1041	1312	1196	1047	361	125	320	241
PENG0000028774	3	1	4	0	1	0	5	2
PENG0000028775	333	399	464	287	303	246	506	315
PENG0000028776	0	0	0	0	0	0	0	0
PENG0000028777	0	0	0	0	0	1	0	0
PENG0000028778	0	0	0	0	0	0	0	0
PENG0000028779	10117	11255	12155	8014	9751	7495	15927	8325
PENG0000028780	0	0	0	0	0	0	0	0
PENG0000028781	0	0	0	0	0	0	0	0
PENG0000028782	106	437	275	314	57	294	329	407
PENG0000028783	26	44	51	37	34	28	59	42
PENG0000028784	58	73	75	52	31	25	50	45
PENG0000028785	0	0	0	0	0	0	0	0
PENG0000028786	7	4	9	7	11	12	14	7
PENG0000028787	0	0	0	0	0	0	0	0
PENG0000028788	0	0	0	0	0	0	0	0
PENG0000028789	2	3	1	3	1	2	0	0
PENG0000028790	0	0	0	0	0	0	0	0
PENG0000028791	0	0	0	0	0	0	0	0
PENG0000028792	47	41	42	26	37	32	35	30
PENG0000028793	4	7	11	9	2	4	6	2
PENG0000028794	0	0	1	0	0	0	0	0
PENG0000028795	5	8	11	7	10	1	11	2
PENG0000028796	0	0	0	0	0	0	0	0
PENG0000028797	0	0	0	0	0	0	0	0
PENG0000028798	0	0	0	0	0	0	0	1
PENG0000028799	306	308	363	267	260	174	443	308
PENG0000028800	1077	1129	1134	896	1143	902	1748	1307
PENG0000028801	0	0	0	0	0	0	0	0
PENG0000028802	3	4	1	1	0	4	0	1
PENG0000028803	1793	405	279	503	4798	1157	1252	1822
PENG0000028804	147	135	187	163	85	38	128	101
PENG0000028805	168	204	229	132	130	91	185	110
PENG0000028806	1	1	1	1	1	1	5	0
PENG0000028807	337	533	391	387	230	266	462	354
PENG0000028808	0	0	0	0	0	0	0	0
PENG0000028809	69	67	86	63	84	49	106	99
PENG0000028810	0	0	0	0	0	0	0	0
PENG0000028811	648	609	670	496	559	370	817	569
PENG0000028812	1175	1405	1016	1127	581	573	704	991
PENG0000028813	2026	2207	2638	1967	1829	1338	2685	2024
PENG0000028814	273	330	341	290	260	177	410	283
PENG0000028815	0	0	0	0	0	0	0	0
PENG0000028816	1	0	1	1	1	0	0	1
PENG0000028817	0	0	0	0	0	0	0	0
PENG0000028818	10	6	12	5	8	3	11	6
PENG0000028819	44	47	34	24	24	26	46	9
PENG0000028820	48	42	40	50	26	18	47	26
PENG0000028821	0	0	0	0	0	0	0	0
PENG0000028822	130	130	147	82	88	51	143	73
PENG0000028823	0	0	0	0	0	0	0	0
PENG0000028824	267	302	298	279	334	223	379	328
PENG0000028825	0	0	0	0	0	0	0	0
PENG0000028826	1	3	2	1	3	0	11	1
PENG0000028827	0	0	0	0	0	0	0	0
PENG0000028828	224	398	275	272	158	173	354	211
PENG0000028829	0	0	0	0	0	0	0	0
PENG0000028830	19	11	6	7	19	8	11	10
PENG0000028831	0	0	0	0	0	0	0	0
PENG0000028832	1	1	0	0	1	0	3	0
PENG0000028833	0	0	0	0	0	0	0	0
PENG0000028834	598	1026	1878	626	555	452	2002	650
PENG0000028835	0	1	0	0	1	0	0	0
PENG0000028836	0	0	0	0	0	0	0	0
PENG0000028837	153	106	94	110	41	25	65	53
PENG0000028838	0	0	0	0	0	0	0	0
PENG0000028839	2	1	0	0	0	0	0	0
PENG0000028840	0	0	0	0	0	0	0	0
PENG0000028841	48	45	64	62	18	16	69	42
PENG0000028842	12	9	1	3	57	11	14	7
PENG0000028843	379	421	462	302	266	208	403	294
PENG0000028844	983	1093	1236	796	966	707	1494	1000
PENG0000028845	0	0	0	0	0	0	0	0
PENG0000028846	0	1	0	1	0	0	0	0
PENG0000028847	540	480	579	463	528	318	768	514
PENG0000028848	178	190	178	261	225	114	353	278
PENG0000028849	0	0	0	0	0	0	0	0
PENG0000028850	485	597	555	414	192	145	421	266
PENG0000028851	307	478	529	259	169	139	533	167
PENG0000028852	0	0	0	0	0	0	0	0
PENG0000028853	246	243	273	193	178	125	255	219
PENG0000028854	0	1	0	0	2	0	0	0
PENG0000028855	589	715	712	617	457	321	830	540
PENG0000028856	0	0	0	0	0	0	0	0
PENG0000028857	151	178	127	143	135	123	161	129
PENG0000028858	0	0	0	0	0	0	0	0
PENG0000028859	37	44	64	45	42	29	82	42
PENG0000028860	0	0	0	0	0	0	0	0
PENG0000028861	28	17	4	31	34	25	5	19
PENG0000028862	24	30	29	21	31	16	36	25
PENG0000028863	0	0	0	0	0	0	0	0
PENG0000028864	219	299	229	207	181	140	313	173
PENG0000028865	0	0	0	0	0	0	0	0
PENG0000028866	0	0	0	0	0	0	0	0
PENG0000028867	1	2	5	1	0	0	0	1
PENG0000028868	0	0	0	0	0	0	0	0
PENG0000028869	0	0	0	0	0	0	0	0
PENG0000028870	1155	1582	1579	1080	1075	998	1879	1141
PENG0000028871	4	4	3	1	3	0	0	1
PENG0000028872	0	0	0	0	0	0	0	0
PENG0000028873	0	0	0	0	0	0	0	0
PENG0000028874	0	0	0	0	2	0	0	0
PENG0000028875	0	0	0	0	0	0	0	0
PENG0000028876	141	158	161	146	105	78	206	154
PENG0000028877	2854	3388	4782	2059	1863	1909	5628	2251
PENG0000028878	10	11	11	7	0	1	3	2
PENG0000028879	0	0	0	0	0	0	0	0
PENG0000028880	53891	66947	48366	43345	58897	46903	55200	47901
PENG0000028881	270	249	234	200	235	115	357	198
PENG0000028882	815	820	935	608	752	459	1100	532
PENG0000028883	0	0	0	0	0	0	0	0
PENG0000028884	445	654	636	494	358	333	736	485
PENG0000028885	5065	5456	6390	5264	4904	4421	8569	6190
PENG0000028886	437	434	544	402	432	344	702	434
PENG0000028887	0	0	0	0	0	0	0	0
PENG0000028888	83	77	82	79	59	37	94	62
PENG0000028889	0	0	0	0	0	0	0	0
PENG0000028890	3	3	3	4	1	2	6	3
PENG0000028891	164	209	182	117	135	112	214	130
PENG0000028892	19804	33875	30628	21242	19264	19474	39301	22397
PENG0000028893	0	1	0	2	0	1	0	0
PENG0000028894	0	0	0	0	0	0	0	0
PENG0000028895	4	0	4	4	1	0	5	1
PENG0000028896	0	0	0	0	0	0	0	0
PENG0000028897	0	0	0	0	0	0	0	0
PENG0000028898	0	0	0	1	0	0	1	1
PENG0000028899	69	47	234	30	35	12	130	7
PENG0000028900	329	406	465	301	358	232	521	362
PENG0000028901	8	48	1	13	25	70	4	18
PENG0000028902	0	0	0	0	0	0	0	0
PENG0000028903	0	0	0	0	0	0	0	0
PENG0000028904	7	10	7	4	3	6	6	2
PENG0000028905	284	277	225	242	236	187	335	235
PENG0000028906	226	228	380	217	279	179	503	325
PENG0000028907	1457	1994	1504	1235	1169	1016	1059	1236
PENG0000028908	461	508	554	376	459	338	683	438
PENG0000028909	1	0	0	0	0	0	2	2
PENG0000028910	820	1244	1309	901	1405	1204	2799	1586
PENG0000028911	0	0	0	0	0	0	1	0
PENG0000028912	234	297	324	202	204	160	312	221
PENG0000028913	1529	1948	1820	1759	2314	2302	3408	3226
PENG0000028914	9	31	18	10	17	24	59	23
PENG0000028915	4	6	5	7	4	7	10	5
PENG0000028916	615	1022	504	1003	68	120	143	136
PENG0000028917	0	0	0	0	0	0	0	0
PENG0000028918	0	0	0	0	0	0	0	0
PENG0000028919	0	0	0	0	0	0	0	0
PENG0000028920	0	0	0	0	0	0	0	0
PENG0000028921	0	0	0	0	0	0	0	0
PENG0000028922	539	884	1220	493	358	393	918	416
PENG0000028923	0	0	0	0	0	0	0	0
PENG0000028924	1	0	0	0	1	0	0	0
PENG0000028925	277	344	305	289	210	176	391	271
PENG0000028926	14720	21049	10170	14678	11098	9876	12279	15075
PENG0000028927	0	0	0	0	0	0	0	0
PENG0000028928	118	215	267	424	30	9	38	47
PENG0000028929	0	0	0	0	0	0	0	0
PENG0000028930	0	0	0	0	0	0	0	0
PENG0000028931	177	143	151	140	156	79	198	125
PENG0000028932	0	0	0	0	0	0	0	0
PENG0000028933	0	0	0	0	0	0	0	0
PENG0000028934	37	55	71	43	14	10	43	26
PENG0000028935	13	15	45	7	9	7	17	4
PENG0000028936	0	0	0	0	0	0	0	0
PENG0000028937	0	0	0	0	0	0	0	0
PENG0000028938	606	753	837	577	776	543	1611	756
PENG0000028939	8	11	14	8	8	10	14	13
PENG0000028940	0	0	0	0	0	0	0	0
PENG0000028941	7	7	17	9	11	3	21	13
PENG0000028942	944	805	922	594	500	215	615	311
PENG0000028943	965	1185	1001	976	797	691	1270	887
PENG0000028944	0	0	0	0	0	0	0	0
PENG0000028945	0	0	0	1	0	0	0	0
PENG0000028946	624	928	669	715	529	423	779	700
PENG0000028947	0	0	1	0	0	0	0	2
PENG0000028948	27	12	11	16	13	9	10	13
PENG0000028949	5	16	3	10	4	1	0	0
PENG0000028950	558	534	393	617	591	422	549	695
PENG0000028951	953	1150	1272	806	847	751	1428	863
PENG0000028952	0	0	0	0	3	0	1	2
PENG0000028953	0	0	0	0	0	0	0	0
PENG0000028954	49	49	50	45	26	20	68	27
PENG0000028955	10	5	10	9	6	4	10	11
PENG0000028956	0	1	0	0	0	0	0	0
PENG0000028957	0	0	0	0	0	1	0	1
PENG0000028958	355	328	322	297	321	220	372	370
PENG0000028959	0	0	0	0	0	0	0	0
PENG0000028960	0	0	1	0	0	0	0	0
PENG0000028961	2	4	2	1	2	1	0	2
PENG0000028962	5275	8659	6893	5380	7624	7053	15440	8214
PENG0000028963	884	869	965	733	699	458	853	669
PENG0000028964	0	0	0	0	1	0	0	0
PENG0000028965	449	510	443	411	317	239	446	361
PENG0000028966	32	27	35	24	19	13	51	16
PENG0000028967	173	453	1454	132	1137	448	2222	636
PENG0000028968	0	0	0	0	0	0	0	0
PENG0000028969	0	0	0	0	0	0	0	0
PENG0000028970	0	0	0	0	0	0	0	0
PENG0000028971	516	645	600	429	487	424	851	485
PENG0000028972	641	682	546	542	369	311	518	384
PENG0000028973	0	0	0	0	0	0	0	0
PENG0000028974	395	486	422	363	296	282	448	347
PENG0000028975	0	0	0	0	0	0	1	0
PENG0000028976	0	0	0	0	0	0	0	0
PENG0000028977	1	2	1	3	2	0	2	3
PENG0000028978	6	26	27	15	0	2	1	3
PENG0000028979	607	735	750	551	633	418	1021	611
PENG0000028980	120	186	171	120	103	96	157	121
PENG0000028981	0	0	1	2	0	0	0	0
PENG0000028982	123	101	156	73	122	57	167	106
PENG0000028983	237	338	300	182	223	155	293	206
PENG0000028984	653	769	781	686	441	445	711	495
PENG0000028985	1	4	1	2	4	2	1	2
PENG0000028986	102	181	140	97	74	81	126	90
PENG0000028987	1258	1814	1683	1376	647	644	1796	963
PENG0000028988	0	0	0	0	2	0	0	3
PENG0000028989	0	0	0	0	0	0	0	0
PENG0000028990	38	69	97	26	33	25	75	19
PENG0000028991	0	0	0	1	0	0	2	1
PENG0000028992	0	0	1	0	0	0	1	0
PENG0000028993	1035	1054	982	771	838	580	1067	792
PENG0000028994	0	0	0	0	0	0	0	0
PENG0000028995	650	879	1087	925	379	410	1183	992
PENG0000028996	0	0	0	0	0	0	0	0
PENG0000028997	2250	2407	3917	1773	1151	651	1622	866
PENG0000028998	17	8	3	10	22	4	7	13
PENG0000028999	0	0	0	0	0	0	0	0
PENG0000029000	13	34	16	17	10	8	23	28
PENG0000029001	0	0	0	0	0	0	0	0
PENG0000029002	937	1053	1222	758	938	695	1488	960
PENG0000029003	5099	5297	5747	4066	4660	2800	8802	4488
PENG0000029004	628	567	629	471	658	528	777	623
PENG0000029005	0	0	0	0	0	0	0	0
PENG0000029006	409	1115	659	858	799	1376	3192	2472
PENG0000029007	51	29	29	19	48	30	34	11
PENG0000029008	0	0	0	0	0	0	0	0
PENG0000029009	2363	3123	2320	2127	2926	2076	3678	2776
PENG0000029010	7	3	9	6	7	5	18	10
PENG0000029011	0	0	0	0	0	0	0	0
PENG0000029012	0	0	0	0	0	0	0	0
PENG0000029013	8	7	14	7	22	6	31	12
PENG0000029014	0	0	0	0	0	0	0	0
PENG0000029015	4	14	7	1	7	5	13	10
PENG0000029016	95	120	107	123	59	71	271	179
PENG0000029017	6	3	6	4	3	6	4	12
PENG0000029018	0	0	0	0	0	0	0	0
PENG0000029019	1589	1666	1689	1405	1667	925	2141	1415
PENG0000029020	266	262	234	247	198	172	289	217
PENG0000029021	115	167	226	144	52	36	122	82
PENG0000029022	1411	1799	1707	1279	1092	806	1830	1216
PENG0000029023	0	0	0	0	0	0	0	0
PENG0000029024	320	533	427	360	165	143	473	211
PENG0000029025	253	202	451	143	335	119	1439	226
PENG0000029026	0	0	0	0	0	0	0	0
PENG0000029027	0	0	0	0	0	0	0	0
PENG0000029028	227	251	289	211	225	154	400	277
PENG0000029029	0	0	0	0	0	0	0	0
PENG0000029030	9710	15462	6480	6747	4180	6125	5105	4137
PENG0000029031	8	7	13	7	8	5	12	8
PENG0000029032	106	160	141	97	104	119	253	121
PENG0000029033	0	1	0	0	0	2	0	0
PENG0000029034	0	0	0	0	0	0	0	0
PENG0000029035	491	506	566	426	423	299	672	413
PENG0000029036	0	0	0	0	0	0	0	2
PENG0000029037	0	1	0	0	0	0	2	0
PENG0000029038	1838	2592	2346	1830	1325	1080	2097	1605
PENG0000029039	4271	4736	4326	3578	3880	3384	5859	4854
PENG0000029040	1	3	4	0	2	3	6	2
PENG0000029041	0	0	0	0	0	0	0	0
PENG0000029042	19	5	1	23	18	7	8	22
PENG0000029043	7	7	10	8	4	7	11	4
PENG0000029044	1058	752	867	614	1022	378	1988	745
PENG0000029045	17	6	20	9	8	3	14	3
PENG0000029046	149	102	224	90	58	14	138	24
PENG0000029047	0	0	2	3	1	2	4	4
PENG0000029048	0	0	0	0	0	0	0	0
PENG0000029049	214	238	229	179	227	112	292	155
PENG0000029050	4	13	4	3	4	4	3	0
PENG0000029051	0	0	0	0	0	0	0	0
PENG0000029052	0	0	0	0	0	0	0	0
PENG0000029053	0	0	0	0	0	0	0	0
PENG0000029054	593	681	702	461	387	294	637	435
PENG0000029055	40294	158457	62722	80446	50650	142739	283442	144279
PENG0000029056	59	641	567	573	135	1032	1062	1310
PENG0000029057	10	4	1	4	2	4	1	2
PENG0000029058	0	0	0	0	0	0	0	0
PENG0000029059	7	16	18	16	3	0	3	1
PENG0000029060	0	0	0	1	0	0	0	0
PENG0000029061	70	76	74	61	53	39	85	60
PENG0000029062	0	0	0	1	0	0	0	0
PENG0000029063	2869	3290	3682	2695	2662	2522	5359	3588
PENG0000029064	239	374	387	356	192	130	414	373
PENG0000029065	257	336	298	255	249	164	465	218
PENG0000029066	0	0	0	0	1	0	0	0
PENG0000029067	752	217	2245	273	261	69	1116	72
PENG0000029068	0	0	0	0	0	0	1	0
PENG0000029069	0	0	0	0	0	0	0	0
PENG0000029070	0	0	0	0	0	0	0	0
PENG0000029071	0	0	0	0	0	0	0	0
PENG0000029072	0	0	0	1	0	0	0	0
PENG0000029073	116	87	154	109	60	24	180	79
PENG0000029074	10	50	73	34	2	15	39	11
PENG0000029075	1417	1787	1952	1266	1589	1174	2387	1608
PENG0000029076	820	1116	1234	873	823	654	1402	906
PENG0000029077	7	11	8	19	3	17	29	19
PENG0000029078	0	0	0	1	0	3	0	0
PENG0000029079	4986	5214	5563	4700	9573	7251	10312	11982
PENG0000029080	1706	2082	1902	1540	1420	1070	1969	1417
PENG0000029081	569	677	660	546	315	255	539	386
PENG0000029082	0	0	0	0	0	0	0	0
PENG0000029083	14430	16509	14945	11352	13487	7730	15816	10814
PENG0000029084	35	42	8	48	9	3	8	10
PENG0000029085	3	0	0	0	1	0	3	0
PENG0000029086	971	917	971	803	880	718	1217	1010
PENG0000029087	0	1	0	1	0	0	0	0
PENG0000029088	2718	3370	2431	2833	2699	2131	3754	3488
PENG0000029089	1132	1305	1410	1022	1011	793	1659	1061
PENG0000029090	0	0	0	0	0	0	0	0
PENG0000029091	0	0	0	0	0	0	0	0
PENG0000029092	413	450	489	340	310	274	577	312
PENG0000029093	0	0	0	0	0	1	1	0
PENG0000029094	11	30	27	21	9	6	25	16
PENG0000029095	0	0	0	0	0	0	0	1
PENG0000029096	0	0	1	0	0	1	0	0
PENG0000029097	0	0	0	0	0	0	0	0
PENG0000029098	456	474	516	445	406	241	515	406
PENG0000029099	0	0	0	0	0	0	0	0
PENG0000029100	4	43	25	31	18	86	186	109
PENG0000029101	86	89	98	73	68	59	115	75
PENG0000029102	6470	8216	6690	5457	9691	6666	14913	8548
PENG0000029103	3	1	3	0	0	1	4	2
PENG0000029104	876	992	979	1054	727	706	2578	1641
PENG0000029105	0	0	0	0	0	0	0	0
PENG0000029106	1699	1895	1950	1442	1524	815	2456	1568
PENG0000029107	1	0	0	1	2	0	3	0
PENG0000029108	1	14	5	1	3	4	4	5
PENG0000029109	1474	1696	1246	1123	2063	1375	2207	1765
PENG0000029110	425	440	508	374	418	295	611	363
PENG0000029111	0	0	0	0	0	0	0	0
PENG0000029112	0	0	0	0	0	0	0	0
PENG0000029113	507	561	543	421	543	349	760	582
PENG0000029114	0	0	0	0	0	0	0	0
PENG0000029115	70	52	67	59	89	35	83	66
PENG0000029116	0	0	0	0	0	0	0	0
PENG0000029117	0	0	0	0	0	0	0	0
PENG0000029118	1152	1250	1282	980	967	783	1564	1106
PENG0000029119	244	215	218	157	220	61	112	122
PENG0000029120	284	362	187	369	915	800	885	1293
PENG0000029121	0	0	0	0	0	0	0	0
PENG0000029122	56	84	165	56	33	28	152	32
PENG0000029123	6	12	6	7	3	3	7	8
PENG0000029124	0	0	0	0	1	0	0	0
PENG0000029125	3	0	3	0	2	1	1	1
PENG0000029126	24218	34041	36986	26925	28824	26629	38541	30545
PENG0000029127	0	0	0	0	0	0	3	0
PENG0000029128	193	159	171	116	124	82	191	109
PENG0000029129	0	0	0	0	0	0	0	0
PENG0000029130	0	0	0	0	0	0	0	0
PENG0000029131	29	45	33	26	18	25	39	25
PENG0000029132	8	0	7	2	1	0	4	1
PENG0000029133	0	0	0	0	0	0	0	0
PENG0000029134	69	107	96	63	82	76	97	100
PENG0000029135	1203	1434	1468	1151	1134	974	1955	1317
PENG0000029136	1	2	2	1	0	0	1	0
PENG0000029137	148	129	119	103	107	84	174	122
PENG0000029138	95	88	91	71	69	40	126	55
PENG0000029139	0	0	0	0	0	0	0	0
PENG0000029140	130	150	179	123	169	134	163	157
PENG0000029141	1595	1320	1721	912	1042	380	1498	549
PENG0000029142	9	3	7	3	0	2	9	1
PENG0000029143	0	1	0	0	0	1	1	0
PENG0000029144	0	0	0	0	0	0	0	0
PENG0000029145	1408	1652	1816	1245	1520	1076	2329	1518
PENG0000029146	0	4	3	1	2	0	1	2
PENG0000029147	30	34	44	29	16	23	55	22
PENG0000029148	53	81	31	76	30	32	15	64
PENG0000029149	0	0	0	0	0	0	0	0
PENG0000029150	6305	6888	6569	4842	6311	3419	7173	4464
PENG0000029151	0	0	0	0	0	0	0	0
PENG0000029152	11	0	0	3	3	1	1	1
PENG0000029153	0	0	0	0	0	0	0	0
PENG0000029154	8	10	13	7	17	8	12	11
PENG0000029155	0	0	0	0	0	0	0	0
PENG0000029156	0	0	0	0	0	0	0	0
PENG0000029157	641	629	302	473	860	473	492	613
PENG0000029158	9266	11677	9836	7776	8962	7068	11977	8831
PENG0000029159	0	0	0	0	0	0	1	0
PENG0000029160	0	3	0	0	0	0	1	0
PENG0000029161	2	1	0	2	0	0	1	0
PENG0000029162	282	510	187	327	1153	1382	832	2249
PENG0000029163	0	0	0	0	0	0	0	0
PENG0000029164	465	430	605	322	466	275	809	491
PENG0000029165	1	0	0	0	0	0	0	0
PENG0000029166	418	436	564	412	337	263	507	369
PENG0000029167	1	2	1	1	2	1	5	6
PENG0000029168	0	0	0	1	1	0	1	0
PENG0000029169	517	410	260	410	463	191	366	375
PENG0000029170	57	26	2	48	68	18	4	57
PENG0000029171	583	599	605	449	327	314	539	352
PENG0000029172	13	20	7	16	7	11	2	10
PENG0000029173	0	0	0	0	0	0	0	0
PENG0000029174	788	960	989	676	845	755	1242	930
PENG0000029175	0	0	0	0	0	0	1	0
PENG0000029176	928	1065	1090	693	935	617	1344	924
PENG0000029177	0	0	0	0	0	0	0	0
PENG0000029178	0	0	0	0	0	0	0	0
PENG0000029179	1	8	10	1	0	1	1	4
PENG0000029180	1601	1668	1915	1411	1390	937	1973	1238
PENG0000029181	0	1	3	3	0	2	2	3
PENG0000029182	0	0	0	0	0	0	0	0
PENG0000029183	0	1	0	0	0	0	3	0
PENG0000029184	0	0	0	0	0	0	0	0
PENG0000029185	2	1	4	0	5	2	1	0
PENG0000029186	3551	3672	3993	3049	3016	2106	4401	3259
PENG0000029187	0	0	0	0	0	0	0	0
PENG0000029188	1	4	1	3	10	2	6	6
PENG0000029189	0	0	0	0	0	0	0	0
PENG0000029190	1423	1305	2618	1198	1234	1103	2682	1640
PENG0000029191	1144	985	1192	893	824	429	1155	816
PENG0000029192	0	0	0	0	0	0	0	0
PENG0000029193	73	73	84	54	51	25	74	47
PENG0000029194	142	129	168	160	112	84	158	100
PENG0000029195	0	0	1	0	0	0	0	0
PENG0000029196	0	0	0	0	0	0	0	0
PENG0000029197	0	0	0	0	0	0	0	0
PENG0000029198	0	1	0	0	0	0	0	0
PENG0000029199	132	125	121	116	93	61	174	102
PENG0000029200	1	1	5	0	1	2	7	1
PENG0000029201	48575	68327	59948	53943	29981	29544	31513	33395
PENG0000029202	354	413	465	246	297	203	536	297
PENG0000029203	0	0	0	0	0	0	0	0
PENG0000029204	21	19	17	12	62	38	27	204
PENG0000029205	0	0	0	0	0	0	0	0
PENG0000029206	0	0	0	0	0	0	0	0
PENG0000029207	56	75	88	54	53	35	92	36
PENG0000029208	0	0	0	0	0	0	0	1
PENG0000029209	0	0	0	0	0	0	0	0
PENG0000029210	1	3	0	0	0	0	0	0
PENG0000029211	3	10	3	1	5	5	2	11
PENG0000029212	0	0	0	0	0	0	0	0
PENG0000029213	165	237	277	122	146	103	208	142
PENG0000029214	188	150	158	128	163	82	145	160
PENG0000029215	0	0	0	0	0	0	0	1
PENG0000029216	683	939	817	732	446	469	909	831
PENG0000029217	0	0	0	0	0	0	0	0
PENG0000029218	0	0	0	0	0	0	0	0
PENG0000029219	2	0	0	0	0	0	0	0
PENG0000029220	911	1071	1031	748	776	591	943	804
PENG0000029221	429	400	401	442	417	228	652	765
PENG0000029222	0	0	0	0	0	0	0	0
PENG0000029223	0	0	0	0	0	0	0	0
PENG0000029224	331	375	235	290	263	161	411	332
PENG0000029225	1919	2804	2689	1387	4415	3281	5254	4623
